URL,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
https://open.spotify.com/track/15VIPlqNYLgN6T43kBAClE,0.184,pop a pill,0.688,180808.0,0.551,True,https://i.scdn.co/image/8f23487561c28f220873b58fbcafe69d65aa92f4,0.0,0.0,0.159,-6.299,0.0,67.0,0.229,162.118,4.0,0.558
https://open.spotify.com/track/3Jv1XgMPVjdN5xGfnRJ20s,0.0684,Excuse My French,0.734,303533.0,0.893,True,https://i.scdn.co/image/64117d4092c32d69a3078e8e783cc41dab5b102b,0.0,2.0,0.719,-1.847,1.0,60.0,0.125,138.05,4.0,0.595
https://open.spotify.com/track/4d6ihidBTDF0SqwdTDsAyW,0.134,Party Pack EP,0.836,215107.0,0.489,True,https://i.scdn.co/image/b9eb3e80704d6d6754dbfee458288c80c8a06844,0.0,0.0,0.0805,-10.484,1.0,59.0,0.306,147.055,4.0,0.732
https://open.spotify.com/track/23NWj2izXAJ4yL6Nah73wf,0.234,Pop Style,0.795,209453.0,0.482,True,https://i.scdn.co/image/e312b96e13cda45938b8ea29cc59d2c03b402ae6,3.99e-06,11.0,0.104,-8.995,1.0,58.0,0.22,132.985,4.0,0.0602
https://open.spotify.com/track/2vVaKhH1Pah7Vyp0bJ3HDf,0.219,My Pop Christmas,0.67,254253.0,0.806,False,https://i.scdn.co/image/0b629cc34833b5a3e891b71cf280ae804bd4249f,0.0,0.0,0.222,-4.823,1.0,63.0,0.0263,147.073,4.0,0.689
https://open.spotify.com/track/03Dpt8Z4Zww4NGJb8503zb,0.352,Pop Christmas Songs,0.626,228916.0,0.541,False,https://i.scdn.co/image/6c4da5dbc6d0fab738e05b3e05df2adba9581cdf,0.0,0.0,0.119,-7.615,1.0,62.0,0.0308,112.001,4.0,0.255
https://open.spotify.com/track/2yAVzRiEQooPEJ9SYx11L3,0.259,Europop,0.822,283748.0,0.969,False,https://i.scdn.co/image/7c750ad7ffeabdf9812f1d8a8a23bfe9ec148ccd,0.000162,7.0,0.39,-11.471,0.0,72.0,0.0582,128.007,4.0,0.765
https://open.spotify.com/track/6TGapnqEUkkSBanKyn5qYy,0.00092,Phantom Pop,0.54,162453.0,0.825,False,https://i.scdn.co/image/e1363419d85b472da98763bcfd376b18e7c053b7,0.0,2.0,0.0488,-4.935,1.0,62.0,0.0563,148.059,4.0,0.608
https://open.spotify.com/track/334S9SWZMjyRDN0wrHw7wk,0.173,Views,0.721,212947.0,0.461,True,https://i.scdn.co/image/90f080afbec29a0c58509875a6dd59b3c380e353,3.31e-06,4.0,0.105,-9.979,0.0,53.0,0.107,133.072,4.0,0.0559
https://open.spotify.com/track/2XFP42EK7jg4bGHYXRcxV3,0.858,A Love Letter To You 2,0.45,237317.0,0.69,True,https://i.scdn.co/image/3d5102d06032eb59b01d0275db7252d86031adac,0.0,0.0,0.0873,-8.218,1.0,60.0,0.179,119.657,5.0,0.232
https://open.spotify.com/track/7jWgkIrTDiB3vF8dm5AUyQ,0.0746,Kauai,0.544,309480.0,0.869,True,https://i.scdn.co/image/f21bfe8051a0888e28a466fc7e85a01574d740ae,1.27e-05,5.0,0.102,-8.363,0.0,57.0,0.0836,104.622,4.0,0.0647
https://open.spotify.com/track/3yLaeajp3jUl6Xs8MCjxl5,1.82e-05,Waking Lions,0.504,234837.0,0.973,False,https://i.scdn.co/image/269b5b2ecb722a1b1c145b168e45d2d6c67aad09,0.0427,6.0,0.183,-2.887,1.0,61.0,0.185,143.067,4.0,0.685
https://open.spotify.com/track/15BQ7vEDv2LJuh8TxWIhtd,0.0839,Lust For Life,0.495,283360.0,0.898,False,https://i.scdn.co/image/9672230e0a620811cd169208d343157a00b90d36,3.07e-06,0.0,0.55,-5.383,1.0,70.0,0.054,134.852,4.0,0.746
https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC,0.723,Pop Food,0.705,208026.0,0.373,False,https://i.scdn.co/image/f53fd7676911e27f0420a5e895b164771614bf73,0.81,7.0,0.289,-9.066,1.0,60.0,0.0384,120.046,4.0,0.551
https://open.spotify.com/track/6QemAIu5bX02Xc1AowTFBu,0.0197,Quality Control: Control The Streets Volume 1,0.942,266680.0,0.594,True,https://i.scdn.co/image/2a037baaf2b2fe67f354d32c667efb9e1610252b,0.0,7.0,0.245,-7.912,1.0,53.0,0.252,139.011,4.0,0.307
https://open.spotify.com/track/47StfXJOnGLhYfMEWgoTiX,0.0139,UP,0.641,262107.0,0.732,False,https://i.scdn.co/image/719daa32ba07dd2bec5162f644cd40322fc6a74a,2.61e-06,5.0,0.062,-7.57,1.0,59.0,0.0795,92.057,4.0,0.763
https://open.spotify.com/track/668DFatfdHGmq2s45NXiKD,0.228,Punken,0.697,166174.0,0.835,True,https://i.scdn.co/image/e9a14ac63046bc2b5378f460241696203fca1ae0,0.0,1.0,0.44,-6.808,0.0,49.0,0.0469,115.025,4.0,0.506
https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq,0.00952,THIS IS... ICONA POP,0.711,157153.0,0.906,True,https://i.scdn.co/image/1db67bb3fc2364ffec8dad9bc6a2666f1acc29b8,1.64e-05,8.0,0.153,-2.671,1.0,59.0,0.0284,125.916,4.0,0.824
https://open.spotify.com/track/0WOnTxy6mBHAo5fXkT4ccS,0.212,PASTELGORE,0.985,138715.0,0.438,True,https://i.scdn.co/image/4e54703f3ee06b8ecb87803fee08ef4627021ab1,5.41e-05,1.0,0.116,-11.004,1.0,52.0,0.0712,118.079,4.0,0.584
https://open.spotify.com/track/3MVL733KX2m9G76qPnTttk,0.0719,Get Disowned,0.561,261122.0,0.707,False,https://i.scdn.co/image/6dde1f51f79f2ca77bcd503208cd73f32b76a830,0.0,4.0,0.0782,-7.038,1.0,50.0,0.0397,122.816,4.0,0.559
https://open.spotify.com/track/5QRAfvKPyQpwt897Jc0glg,0.259,Blue (Da Ba Dee),0.822,283748.0,0.969,False,https://i.scdn.co/image/33034db3702a3af50888227a0b4014e2fe5cbc99,0.000162,7.0,0.39,-11.471,0.0,68.0,0.0582,128.007,4.0,0.765
https://open.spotify.com/track/4ilzPm2qnev5hFdUz6dDyY,0.000175,Onyx,0.547,217880.0,0.95,False,https://i.scdn.co/image/dc79daf91b011f91c5815fbcecf7b145a4769d1e,0.00956,0.0,0.166,-3.482,1.0,55.0,0.0577,100.008,4.0,0.594
https://open.spotify.com/track/2KUL1Ix9grxAWvIAft9EWL,0.104,The Jack 2 Pack (The Nightmare Before Christmas),0.483,202333.0,0.944,False,https://i.scdn.co/image/1297d8cb810f949a0f9645346a2ee1323f74842a,5.6e-05,5.0,0.0936,-6.355,0.0,50.0,0.211,168.073,4.0,0.327
https://open.spotify.com/track/6DbqCKweKwVkHgRv1CI53D,0.00308,Notebook Paper,0.723,261027.0,0.644,False,https://i.scdn.co/image/a3dbb80ffa4f6228408dd4ab7936e8eb7e11078b,0.0,11.0,0.352,-6.863,0.0,52.0,0.222,144.09,4.0,0.645
https://open.spotify.com/track/3hGB6zmV7vI5jPAJxTW6Br,0.376,Otter Pop (feat. Hollis),0.8,167742.0,0.795,False,https://i.scdn.co/image/ac2a32e42731d772e59a4c43378699a0a0350381,0.00112,0.0,0.493,-3.938,1.0,50.0,0.0281,92.979,4.0,0.607
https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l,0.217,RAP DEVIL,0.895,286117.0,0.839,True,https://i.scdn.co/image/8b36dc81f6815ee9eca87bd8fd35da0eca705222,3e-06,0.0,0.239,-4.512,1.0,74.0,0.227,149.951,4.0,0.756
https://open.spotify.com/track/43TP6JCWXgkc2D7Xjz5hBr,0.215,BINGE,0.853,281587.0,0.835,True,https://i.scdn.co/image/fab4ff4c73a8fee7d743978f6ac885c2fbe51f8f,3.72e-06,0.0,0.164,-4.662,1.0,68.0,0.274,75.052,4.0,0.767
https://open.spotify.com/track/73ipE4lfZ53pvBbJPXkiEK,0.344,mono.,0.587,275955.0,0.664,False,https://i.scdn.co/image/a59eaec7d3d9e6a41cbcc38c9c0a411551fb1d07,2.47e-05,0.0,0.324,-8.63,1.0,71.0,0.0645,99.8,4.0,0.453
https://open.spotify.com/track/5fCDWDX2Kv9jc1s7nZfzOi,0.0307,mono.,0.389,271806.0,0.591,False,https://i.scdn.co/image/a59eaec7d3d9e6a41cbcc38c9c0a411551fb1d07,6.53e-05,7.0,0.392,-8.437,1.0,69.0,0.0622,138.902,4.0,0.252
https://open.spotify.com/track/4dF0mDPTlpjThf1mJyK83B,0.828,mono.,0.447,208937.0,0.263,False,https://i.scdn.co/image/a59eaec7d3d9e6a41cbcc38c9c0a411551fb1d07,0.0049,5.0,0.118,-13.754,0.0,69.0,0.0342,147.161,4.0,0.0721
https://open.spotify.com/track/0LppLsxXXDBTqihx84BJGo,0.712,Some Rap Songs,0.547,106853.0,0.679,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,0.0,1.0,0.154,-6.374,1.0,66.0,0.383,79.618,4.0,0.558
https://open.spotify.com/track/7DKYA93lgKbhxzqE2ojtCS,0.143,mono.,0.467,222494.0,0.722,False,https://i.scdn.co/image/a59eaec7d3d9e6a41cbcc38c9c0a411551fb1d07,2.91e-06,5.0,0.128,-5.819,1.0,67.0,0.0303,92.014,4.0,0.14
https://open.spotify.com/track/4HJ4L8hpX9YjTwipKTYwaW,0.0219,Some Rap Songs,0.319,101987.0,0.751,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,0.151,11.0,0.515,-2.801,1.0,65.0,0.0619,69.79,4.0,0.474
https://open.spotify.com/track/0xUbrvxYljD4OZ02BbuPpK,0.437,Some Rap Songs,0.326,66120.0,0.923,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,0.0,10.0,0.385,-2.946,0.0,64.0,0.431,170.949,4.0,0.799
https://open.spotify.com/track/6GsLY75eZHnOAWFqdKmZ4b,0.513,Some Rap Songs,0.58,104427.0,0.722,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,0.0,1.0,0.405,-5.686,1.0,64.0,0.271,47.917,5.0,0.777
https://open.spotify.com/track/1mAEQbdq0dZQWfujWG6rCd,0.171,Some Rap Songs,0.459,85840.0,0.864,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,2.95e-06,1.0,0.683,-2.163,1.0,63.0,0.263,106.175,4.0,0.703
https://open.spotify.com/track/6cmt9CRoK0KGcNg9Tpje53,0.834,Some Rap Songs,0.489,66133.0,0.624,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,0.347,4.0,0.325,-1.916,0.0,63.0,0.0344,167.108,4.0,0.574
https://open.spotify.com/track/1hWYT0w2R0J19rlVkiez7X,0.186,Food & Liquor II: The Great American Rap Album Pt. 1,0.517,250320.0,0.811,False,https://i.scdn.co/image/99e301ea57735546cabde90e2e1fc3a373c95412,0.0,5.0,0.105,-4.526,0.0,70.0,0.286,168.269,4.0,0.494
https://open.spotify.com/track/2EQMxDwbcaaGIKb7EPDfLF,0.0308,Some Rap Songs,0.354,119587.0,0.897,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,2.13e-05,10.0,0.629,-2.262,0.0,62.0,0.249,77.871,3.0,0.771
https://open.spotify.com/track/622KAhEhrYExbpi3Dw5xsR,0.247,A Love Letter To You,0.522,162759.0,0.521,True,https://i.scdn.co/image/32b7711db3ac1d777682faba248f3471abaa7519,0.0,10.0,0.125,-13.096,0.0,57.0,0.868,173.739,4.0,0.683
https://open.spotify.com/track/1qqEKh4wmdcQGG1c2z8sH0,0.45,Some Rap Songs,0.311,94987.0,0.735,True,https://i.scdn.co/image/376ccd3bda8d5ad2b7b0fc9710337a585b013daf,0.0138,1.0,0.688,-6.164,1.0,60.0,0.246,113.484,1.0,0.443
https://open.spotify.com/track/7vHOyjwdkqEqPcMLmfSiZO,0.0186,Rap & Hip Hop,0.679,152067.0,0.75,True,https://i.scdn.co/image/8b4c6dddff83dbec92dd4513ef6b5c5fa77594fe,6.72e-05,9.0,0.058,-3.303,0.0,3.0,0.368,67.617,3.0,0.899
https://open.spotify.com/track/7H4SI6U7odqP5M5bRzVq4J,0.223,Rap & Hip Hop,0.716,270533.0,0.889,False,https://i.scdn.co/image/8b4c6dddff83dbec92dd4513ef6b5c5fa77594fe,0.0,10.0,0.337,-6.325,0.0,4.0,0.268,82.99,4.0,0.503
https://open.spotify.com/track/3Wvq89A8v9p6xaX5sjamSP,0.0638,Mumble Rap,0.782,163027.0,0.639,True,https://i.scdn.co/image/93e0744646dd93dd668ecb1e3676a6c6cc2426f5,0.216,7.0,0.127,-4.991,1.0,52.0,0.258,137.084,4.0,0.431
https://open.spotify.com/track/1A9itLn4YwNmdXboFRbtnl,0.25,Cuphead Rap,0.903,231130.0,0.725,False,https://i.scdn.co/image/acd65a41d38427ed906479b4138e9b0cb04f02bd,0.0,11.0,0.165,-6.635,1.0,51.0,0.145,114.965,4.0,0.485
https://open.spotify.com/track/1oHVEh0DgUZfg8tK5DfYvm,0.066,STAY DANGEROUS,0.768,202480.0,0.417,True,https://i.scdn.co/image/761cec22194f08f4689e9dc88c28734074bb2848,0.0,1.0,0.293,-9.853,1.0,50.0,0.323,94.835,4.0,0.086
https://open.spotify.com/track/11iOB65szCoy6e5dscKrai,0.898,3001: A Laced Odyssey,0.483,779560.0,0.615,True,https://i.scdn.co/image/dca565020514bddd8bb5f967babb122cb4c5ecb0,5.75e-05,1.0,0.102,-10.245,1.0,49.0,0.454,78.403,4.0,0.547
https://open.spotify.com/track/3Nx9NoQlPiIi0IGgiDqSZS,0.251,Game On!,0.673,234000.0,0.959,False,https://i.scdn.co/image/d44714c4420bf248492932be2fe5229a8c39de21,0.0,7.0,0.0983,-4.469,1.0,51.0,0.269,80.017,4.0,0.552
https://open.spotify.com/track/0q3lwFiwQYQynThTulLKGN,0.048,Bittersweet,0.8,228000.0,0.663,False,https://i.scdn.co/image/889a93e1b0490987c9f422a79e7ef6c4f73555e3,0.0,2.0,0.252,-3.832,1.0,46.0,0.0324,91.934,4.0,0.472
https://open.spotify.com/track/0gbTI8jc5AXrMX70oI1CHt,0.0656,Game On!,0.796,268615.0,0.884,False,https://i.scdn.co/image/d44714c4420bf248492932be2fe5229a8c39de21,0.0,4.0,0.824,-4.577,1.0,47.0,0.259,130.015,4.0,0.687
https://open.spotify.com/track/5uKsNAcxaSlQRlM61EDCyo,0.00112,Ultimate Fitness (Tommytechno),0.711,209033.0,0.948,False,https://i.scdn.co/image/62310e53bcbb48b46c5ed4016f3b80631da4f23f,0.00909,0.0,0.0924,-1.384,1.0,0.0,0.0297,123.998,4.0,0.202
https://open.spotify.com/track/0hGuPF2BXay6BwVkcPzXrT,9.03e-06,Deep Dancepop,0.621,196167.0,0.678,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.693,7.0,0.0479,-8.49,1.0,0.0,0.0394,128.025,4.0,0.721
https://open.spotify.com/track/0WQqrxSQURcC5hhiYajEWq,0.000666,Deep Dancepop,0.626,183230.0,0.673,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.813,0.0,0.195,-9.97,1.0,0.0,0.0314,130.006,4.0,0.535
https://open.spotify.com/track/3KtZvDUPcPG66MfR1wGtht,0.000194,Deep Dancepop,0.777,249127.0,0.762,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.898,7.0,0.105,-12.622,1.0,0.0,0.0478,119.981,4.0,0.387
https://open.spotify.com/track/6pBvnH87UnLuTtN2qEDCNh,0.0329,Deep Dancepop,0.631,246642.0,0.604,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.809,9.0,0.171,-10.988,0.0,0.0,0.0342,124.967,4.0,0.491
https://open.spotify.com/track/39nY1fhFXyyQ8h72uUe5Iw,0.248,Deep Dancepop,0.643,294068.0,0.717,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.903,4.0,0.11,-11.662,0.0,0.0,0.0341,110.022,4.0,0.24
https://open.spotify.com/track/0SBonhtTdfzzAaBQd9OPhV,0.00159,Deep Dancepop,0.725,232813.0,0.623,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.651,5.0,0.237,-12.46,0.0,0.0,0.0359,120.046,4.0,0.319
https://open.spotify.com/track/7JzC6EAc44xvKnIwcVi5MQ,0.000209,Deep Dancepop,0.704,216497.0,0.725,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,2.4e-05,8.0,0.306,-10.149,1.0,0.0,0.0382,119.983,4.0,0.789
https://open.spotify.com/track/3T5ijS2uSK0nIOdjMX0i3j,0.0437,Deep Dancepop,0.558,208097.0,0.815,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.52,9.0,0.102,-10.124,0.0,0.0,0.0392,124.971,4.0,0.745
https://open.spotify.com/track/5M9nMJw6nfKsvOxRMCW3mX,0.000172,Deep Dancepop,0.559,192830.0,0.702,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.859,11.0,0.118,-10.818,0.0,0.0,0.0327,121.961,4.0,0.636
https://open.spotify.com/track/7ki3JYkTJLjSZVoOizP61x,0.0122,Deep Dancepop,0.634,222667.0,0.562,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.32,2.0,0.12,-11.014,1.0,0.0,0.0333,134.978,4.0,0.578
https://open.spotify.com/track/0xoFgZBIgPYksjcmz4uTad,0.000308,Deep Dancepop,0.682,224769.0,0.711,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.966,0.0,0.104,-12.501,0.0,0.0,0.0429,120.005,4.0,0.492
https://open.spotify.com/track/3rUTlcHXSg8Lk5drO3jmFv,0.0138,Deep Dancepop,0.61,466142.0,0.506,False,https://i.scdn.co/image/28083adf2377babd0e0cde4d22163b144c323fae,0.814,7.0,0.125,-11.922,0.0,0.0,0.0301,130.017,4.0,0.294
https://open.spotify.com/track/4rDZZgzqYMbElSL6LCa8dn,0.708,Dancepop Parade Compilation,0.702,199971.0,0.643,False,https://i.scdn.co/image/73352652199c3aac164d3b4532533e02d68370e7,0.000304,11.0,0.232,-7.275,0.0,0.0,0.0307,113.987,4.0,0.41
https://open.spotify.com/track/6C6CbdloKpr46Q84LqaC7H,0.000319,Sugapop Presents Dancepop,0.533,195500.0,0.937,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.0548,8.0,0.536,-5.613,0.0,0.0,0.0315,124.003,4.0,0.797
https://open.spotify.com/track/09rKHTC28JAJruVuPQa8Ox,0.012,Sugapop Presents Dancepop,0.54,214500.0,0.757,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.0,1.0,0.532,-3.874,0.0,0.0,0.0744,127.981,4.0,0.36
https://open.spotify.com/track/1yDpDwadGVuZFzfepl5e9a,0.069,Sugapop Presents Dancepop,0.377,286000.0,0.821,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.00118,7.0,0.42,-5.859,0.0,0.0,0.0366,116.01,4.0,0.117
https://open.spotify.com/track/7hURy6Rq3aStYZeYn1kABB,0.0107,Sugapop Presents Dancepop,0.648,351000.0,0.734,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,2.06e-06,8.0,0.124,-5.905,1.0,0.0,0.0332,127.998,4.0,0.341
https://open.spotify.com/track/4RsW01rACQs2nxqlVF3CW1,0.000573,Sugapop Presents Dancepop,0.554,231273.0,0.941,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.00354,0.0,0.34,-3.622,1.0,0.0,0.0324,128.015,4.0,0.366
https://open.spotify.com/track/7dtlzoGuNZYp7jKkunuKBN,0.076,Sugapop Presents Dancepop,0.619,215000.0,0.78,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.965,1.0,0.122,-7.525,1.0,0.0,0.0253,120.011,4.0,0.326
https://open.spotify.com/track/0Zsvn8vxrygTnGGDGJD5D3,0.151,Sugapop Presents Dancepop,0.726,205000.0,0.841,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.000523,5.0,0.178,-4.879,1.0,0.0,0.0445,125.007,4.0,0.752
https://open.spotify.com/track/2nf5FJI1L0hxYd0oC5KCay,0.0408,Sugapop Presents Dancepop,0.534,310000.0,0.894,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.346,6.0,0.368,-4.174,0.0,0.0,0.0377,122.047,4.0,0.103
https://open.spotify.com/track/41Bj6ZaENbfcXdgax6lmPx,0.133,Sugapop Presents Dancepop,0.6,210926.0,0.922,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.000849,11.0,0.0925,-4.661,1.0,0.0,0.0325,121.975,4.0,0.292
https://open.spotify.com/track/5ml3VVRZvL4YLXQ8ohYRl6,0.144,Sugapop Presents Dancepop,0.511,217000.0,0.766,False,https://i.scdn.co/image/e1ca3919b9d19eeff0a93ef13bf7f80e6d8c33d8,0.0,5.0,0.0897,-2.747,1.0,0.0,0.0555,128.071,4.0,0.324
https://open.spotify.com/track/082MOo9XcsNMCTVVNJYd24,0.0214,Dancepop Parade Compilation,0.548,202711.0,0.788,False,https://i.scdn.co/image/73352652199c3aac164d3b4532533e02d68370e7,3.01e-05,8.0,0.39,-3.836,0.0,0.0,0.0344,130.085,4.0,0.579
https://open.spotify.com/track/20lJoQ0BCQYvhJV0mepmGu,0.134,MASTERS OF THE SUN VOL. 1,0.597,318848.0,0.592,True,https://i.scdn.co/image/5a3ad80827829e667386e2e61f9620bbf011edfe,0.0,9.0,0.683,-8.543,1.0,58.0,0.349,97.986,4.0,0.461
https://open.spotify.com/track/37V533dS8hn2q2tTkbVAlV,0.295,FIRST 'LOVE&LETTER',0.954,203858.0,0.77,False,https://i.scdn.co/image/df39ea761db83581e8e1810f55c451c781920024,0.0,8.0,0.084,-4.858,1.0,44.0,0.203,127.993,4.0,0.852
https://open.spotify.com/track/4jpUb6e2L7yewHLRZ68MDY,0.848,Whole Lot of Trouble,0.593,57067.0,0.431,True,https://i.scdn.co/image/996a21b0ef35c1ad46ee44a0cce64cc05931faae,0.0,6.0,0.41,-19.705,0.0,29.0,0.886,132.53,3.0,0.756
https://open.spotify.com/track/1PaxAUxLEVpi75l0nDtwu1,0.305,Meesaya Murukku (Original Motion Picture Soundtrack),0.607,189358.0,0.782,False,https://i.scdn.co/image/99bc7fe814554bc7e57b02f49c128b088d1bedf6,0.0,1.0,0.062,-4.179,1.0,44.0,0.0856,64.935,4.0,0.747
https://open.spotify.com/track/1pjANsaH9t8aJRu0Q4FDrL,0.737,Volym 1,0.676,146704.0,0.872,False,https://i.scdn.co/image/bf29c6767f66ba456acdafab9d9573b43fb93534,0.00168,8.0,0.125,-3.244,1.0,40.0,0.0342,112.952,4.0,0.525
https://open.spotify.com/track/3qqonoEzjX72PkTWEbf26r,0.0661,Sencillos 2018,0.905,166603.0,0.612,True,https://i.scdn.co/image/cd2b0d258fbbe39a561ac4762ed1e564be2954f8,3.47e-05,1.0,0.305,-7.238,0.0,33.0,0.117,89.977,4.0,0.964
https://open.spotify.com/track/2UFCFbaNkwlQmWySJaGAFN,0.218,"Oru Kuchi Oru Kulfi #TheSelfieSong (From ""Kalakalappu 2"")",0.786,217465.0,0.866,False,https://i.scdn.co/image/94be3c3a8bb830c8714a226c6b7a5d9aa3c59ca6,0.0,10.0,0.441,-3.458,0.0,42.0,0.249,140.122,4.0,0.964
https://open.spotify.com/track/6EwRpLL5QThnF2k1sZzQpC,0.664,Imaikkaa Nodigal (Original Motion Picture Soundtrack),0.488,161763.0,0.585,False,https://i.scdn.co/image/ed068ca1e5b220818c358507a559ef2d73aedcc3,0.0,5.0,0.386,-4.39,0.0,44.0,0.0263,143.96,4.0,0.399
https://open.spotify.com/track/5gBa7yfdEUKrpJbhAygKRs,0.375,"Vaadi Pulla Vaadi (From ""Meesaya Murukku"")",0.472,246726.0,0.937,False,https://i.scdn.co/image/99bc7fe814554bc7e57b02f49c128b088d1bedf6,0.000101,9.0,0.325,-5.464,1.0,37.0,0.0639,179.999,4.0,0.324
https://open.spotify.com/track/1uaaKWHZStA8PI21lAzdIn,0.469,Homegrown Hiphop,0.635,305947.0,0.829,False,https://i.scdn.co/image/b0bdf98a0a67909280294d698e06bd7607cae057,0.0,11.0,0.0926,-2.308,1.0,40.0,0.0953,150.92,4.0,0.958
https://open.spotify.com/track/73QrFjT6dth8UlR7vFOFVM,0.346,Kaththi (Original Motion Picture Soundtrack),0.756,256372.0,0.965,False,https://i.scdn.co/image/c3bc136a80d3662ff38890106940d2fa0ce5fe21,0.00273,1.0,0.639,-3.011,0.0,38.0,0.129,140.016,4.0,0.86
https://open.spotify.com/track/5An5GnSwpugx22qOc3gGUa,0.0981,Meesaya Murukku (Original Motion Picture Soundtrack),0.582,149483.0,0.975,False,https://i.scdn.co/image/99bc7fe814554bc7e57b02f49c128b088d1bedf6,3.84e-06,7.0,0.081,-2.455,1.0,38.0,0.185,192.041,4.0,0.587
https://open.spotify.com/track/2xH895EVwEOgIb5swG9LcV,0.162,Feel'eM,0.777,219409.0,0.879,False,https://i.scdn.co/image/7c458fabbe310fe2739edba70a448d7c8e40f69c,0.0,1.0,0.109,-4.056,1.0,29.0,0.0777,132.962,4.0,0.921
https://open.spotify.com/track/5CRgDVkNGopYasu602Yncu,0.163,"Kerala Song (From ""Natpe Thunai"")",0.523,237552.0,0.947,False,https://i.scdn.co/image/308b5186f7aa28137ad84ca689149932c1f0dbe8,0.0,7.0,0.451,-2.6,1.0,38.0,0.258,190.013,4.0,0.653
https://open.spotify.com/track/7fW6WLDxTi9W36CXA6usGd,0.192,Hip Hop Tamizhan,0.903,214000.0,0.895,False,https://i.scdn.co/image/2de85b27b2c9404c248d5aac51f33594de594da8,1.08e-06,4.0,0.0579,-5.38,0.0,36.0,0.23,95.456,4.0,0.916
https://open.spotify.com/track/6ih9ThoCJLA9pObWGfHQF2,0.3,"Kadhalikathey (From ""Imaikkaa Nodigal"")",0.731,202023.0,0.984,False,https://i.scdn.co/image/35ef47ebd0724219190384e3d8cdb71499547777,0.0,3.0,0.132,-2.479,0.0,37.0,0.175,144.881,4.0,0.912
https://open.spotify.com/track/17bVS4pvvap7TqygV7umXR,0.115,Dhruva (Original Motion Picture Soundtrack),0.811,194830.0,0.964,False,https://i.scdn.co/image/c4cb19490733ef8b0df752cbe890b61e19be5402,0.0,2.0,0.394,-2.705,1.0,26.0,0.0482,119.98,4.0,0.881
https://open.spotify.com/track/51UnrztDBZ78Gkhx8OFO6z,0.00929,BlastBlicka aka BBMAN,0.594,284448.0,0.612,False,https://i.scdn.co/image/70a7991efca778df869f46c3e51648f564a72d11,0.0,6.0,0.361,-7.04,0.0,17.0,0.257,160.301,4.0,0.667
https://open.spotify.com/track/2ll0Hczs61IOC6Jj7igd4T,0.3,Imaikkaa Nodigal (Original Motion Picture Soundtrack),0.731,202023.0,0.984,False,https://i.scdn.co/image/ed068ca1e5b220818c358507a559ef2d73aedcc3,0.0,3.0,0.132,-2.479,0.0,39.0,0.175,144.881,4.0,0.912
