,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Wow.,"Post Malone",1833144,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1534019,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,"thank u, next","Ariana Grande",1245723,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Going Bad (feat. Drake)","Meek Mill",1242536,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
5,"SICKO MODE","Travis Scott",1219304,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1184281,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
7,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",1103939,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
8,"Without Me",Halsey,1070616,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,"Mo Bamba","Sheck Wes",1065967,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
10,"a lot","21 Savage",907665,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
11,"Leave Me Alone","Flipp Dinero",822260,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
12,"Lucid Dreams","Juice WRLD",774810,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
13,monster,"21 Savage",772767,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
14,"Wake Up in the Sky","Gucci Mane",712089,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
15,SAD!,XXXTENTACION,685081,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
16,imagine,"Ariana Grande",680349,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
17,"Look Back At It","A Boogie Wit da Hoodie",673451,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
18,"Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie",639524,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
19,"whoa (mind in awe)",XXXTENTACION,632669,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
20,"Better Now","Post Malone",622889,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
21,"all my friends","21 Savage",620584,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l
22,Money,"Cardi B",609406,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
23,Happier,Marshmello,600446,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
24,Moonlight,XXXTENTACION,597363,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
25,BAD!,XXXTENTACION,581886,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
26,"Armed And Dangerous","Juice WRLD",575606,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
27,"Saturday Nights",Khalid,559524,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
28,"when the party's over","Billie Eilish",553723,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
29,Better,Khalid,545845,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
30,Nonstop,Drake,537794,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
31,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,524744,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
32,"All I Want for Christmas Is You","Mariah Carey",524446,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
33,"MIA (feat. Drake)","Bad Bunny",522564,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
34,"Eastside (with Halsey & Khalid)","benny blanco",501373,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
35,"High Hopes","Panic! At The Disco",487365,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
36,"Jocelyn Flores",XXXTENTACION,480839,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
37,"KIKA (feat. Tory Lanez)",6ix9ine,468762,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
38,"Taste (feat. Offset)",Tyga,464957,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
39,"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,453200,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
40,"I Like It","Cardi B",452727,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
41,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",451917,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
42,"Yes Indeed","Lil Baby",447027,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
43,lovely,"Billie Eilish",440749,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
44,"Demons and Angels (feat. Juice WRLD)","A Boogie Wit da Hoodie",437555,https://open.spotify.com/track/3L19besdNQzd342qL78xqm
45,"rockstar (feat. 21 Savage)","Post Malone",433102,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
46,"Psycho (feat. Ty Dolla $ign)","Post Malone",428820,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
47,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",423368,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
48,"I Fall Apart","Post Malone",422164,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
49,"Santa Tell Me","Ariana Grande",421562,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
50,"Fine China",Future,420601,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
51,"can't leave without it","21 Savage",417938,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd
52,YOSEMITE,"Travis Scott",416193,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
53,idontwannabeyouanymore,"Billie Eilish",414465,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
54,"Bad Liar","Imagine Dragons",412334,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
55,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",410163,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
56,"Rockin' Around The Christmas Tree","Brenda Lee",409644,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
57,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,403654,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
58,"God's Plan",Drake,401807,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
59,"Calling My Spirit","Kodak Black",399415,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
60,Topanga,"Trippie Redd",397171,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
61,"Solo de Mi","Bad Bunny",397073,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
62,"Jingle Bell Rock","Bobby Helms",396928,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
63,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",393023,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
64,"All Girls Are The Same","Juice WRLD",392704,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
65,Splashin,"Rich The Kid",391943,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
66,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",382628,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
